DF#,City,County,State,TweetLoc,RatioFuzzy
9518,new salem,morton,north dakota, salem or,89
9519,el paso,el paso,texas, texas,100
9520,cabool,texas,missouri, texas usa,80
9521,kosrae,federated states of micro,micronesia, great state of consternation,62
9522,anchorage,anchorage,alaska, nyc,75
9523,vail,eagle,colorado, colorado usa,82
9524,arcadia,de soto,florida, paradise coast florida #usa,74
9525,weimar,colorado,texas, colorado ,100
9526,sevier,sevier,utah, #nevertrump #neverunite ex-gop,56
9527,lake wales,polk,florida, lake wales fl,86
9528,,,, ,
9529,chester depot,windsor,vermont, rt does not=endorsement,58
9530,buckeye,maricopa,arizona, maricopa arizona,100
9531,,,, ,
9532,truckee,nevada,california, california,100
9533,,,, ,
9534,kosrae,federated states of micro,micronesia, united states,71
9535,fort worth,tarrant,texas, fort worth tx,86
9536,buckeye,maricopa,arizona, maricopa arizona,100
9537,,,, ,
9538,,,, ,
9539,,,, ,
9540,,,, ,
9541,seville,medina,ohio, sykesville md or nyc / nv,63
9542,ace,polk,texas,              texas usa,50
9543,fort worth,tarrant,texas, fort worth tx,86
9544,skagway,skagway,alaska, usa,75
9545,,,, ,
9546,indianapolis,marion,indiana, indianapolis,92
9547,,,, ,
9548,,,, ,
9549,,,, ,
9550,sealy,austin,texas, ottawa canada; austin texas,78
9551,pago pago,american samoa,american samoa, america,100
9552,white pine,ontonagon,michigan, michigan,100
9553,truckee,nevada,california, nevada,100
9554,el paso,el paso,texas, texas,100
9555,north miami,ottawa,oklahoma, miami,100
9556,springview,keya paha,nebraska, omaha nebraska,87
9557,south bay,palm beach,florida, south bay,90
9558,california,saint marys,maryland, california usa,87
9559,andover,essex,massachusetts, massachusetts usa,88
9560,pago pago,american samoa,american samoa, americassage@gmail.com,61
9561,weiser,washington,idaho, washington dc,93
9562,houghton,lee,iowa, ? right where god wants me ?,59
9563,el paso,el paso,texas, texas,100
9564,centralia,nemaha,kansas, central nj,82
9565,weiser,washington,idaho, washington dc,93
9566,yemassee,hampton,south carolina, south carolina,100
9567,wickett,ward,texas, laredo texas,83
9568,asotin,asotin,washington, washington d.c.,81
9569,saint edward,boone,nebraska, boone nc,89
9570,butte des morts,winnebago,wisconsin, #democrats suck,56
9571,stuart,martin,florida, florida,100
9572,east carondelet,saint clair,illinois,  texas ard meetings ,57
9573,,,, ,
9574,,,, ,
9575,sweet home,lavaca,texas, sweet home alabama,79
9576,weiser,washington,idaho, washington dc,93
9577,,,, ,
9578,weiser,washington,idaho, washington dc,93
9579,sherwood,renville,north dakota, sherwood forest,69
9580,cashmere,chelan,washington, here ,83
9581,weiser,washington,idaho, washington dc,93
9582,elgin,santa cruz,arizona, #ap4lp #cruz #hydra,51
9583,newalla,cleveland,oklahoma, cleveland oh,92
9584,hart,castro,texas, great state of texas!,71
9585,terlingua,brewster,texas, west texas,82
9586,el paso,el paso,texas, texas,100
9587,warsaw,richmond,virginia, richmond virginia,100
9588,palmdale,los angeles,california, los angeles ca,100
9589,may,brown,texas, away from the maddening crowds,60
9590,palmdale,los angeles,california, los angeles ca,100
9591,phoenix,jackson,oregon, phoenix az,82
9592,silver city,lyon,nevada, silver city nm ,81
9593,cornwall on hudson,orange,new york, lower hudson valley ny,65
9594,,,, ,
9595,white lake,langlade,wisconsin, dhaka bangladesh,65
9596,,,, ,
9597,wyoming,stark,illinois, wyoming usa,83
9598,temple city,los angeles,california, city of angles,80
9599,lancaster,atchison,kansas, lancaster ohio,80
9600,philadelphia,philadelphia,pennsylvania, philadelphia pa,94
9601,west new york,hudson,new jersey, new york usa,85
9602,kosrae,federated states of micro,micronesia, united states,71
9603,,,, ,
9604,durham,durham,north carolina, durham nc,90
9605,new philadelphia,tuscarawas,ohio, philadelphia pa - usa,77
9606,essex,page,iowa, pgp: 53bc115a92986c44,33
9607,excel,monroe,alabama, bocos del toro panama,62
9608,,,, ,
9609,essex,page,iowa, pgp: 53bc115a92986c44,33
9610,union,union,oregon, my opinions only; no other.,56
9611,warne,clay,north carolina, north carolina usa,88
9612,ratcliff,houston,texas, houston tx,91
9613,cabool,texas,missouri, texas usa,80
9614,,,, ,
9615,truckee,nevada,california, california,100
9616,warne,clay,north carolina, north carolina,100
9617,hope,knox,maine, home of masters ??,60
9618,,,, ,
9619,kosrae,federated states of micro,micronesia, united states of america,72
9620,,,, ,
9621,west chicago,dupage,illinois, chicago il  usa,69
9622,,,, ,
9623,,,, ,
9624,,,, ,
9625,,,, ,
9626,earth,lamb,texas,  #saveourearth #rsa #peace,63
9627,little america,sweetwater,wyoming, america that was...,65
9628,kosrae,federated states of micro,micronesia, united states,71
9629,skagway,skagway,alaska, usa,75
9630,bay port,huron,michigan, northern michigan,83
9631,,,, ,
9632,teller,nome,alaska, lost some where in alaska.,67
9633,,,, ,
9634,porter,montgomery,texas, dougporter@sandiegofreepress.o,57
9635,ballinger,runnels,texas, new braunfels texas,79
9636,denver,denver,colorado, denver co,100
9637,,,, ,
9638,quincy,grant,washington, quincy ma,80
9639,whitney,dawes,nebraska, nebraska,100
9640,camp pendleton,san diego,california, pendleton in,85
9641,alexandria,rapides,louisiana, alexandria va,86
9642,anchorage,anchorage,alaska, nyc,75
9643,,,, ,
9644,,,, ,
9645,,,, ,
9646,palmdale,los angeles,california, los angeles,100
9647,kosrae,federated states of micro,micronesia, united states,71
9648,,,, ,
9649,,,, ,
9650,,,, ,
9651,zionsville,boone,indiana, rural zionsville indiana,86
9652,underwood,skamania,washington, underworld usa,73
9653,,,, ,
9654,wonalancet,carroll,new hampshire, new hampshire usa,88
9655,denali national park,denali,alaska, pa,100
9656,,,, ,
9657,sweet home,lavaca,texas, sweet home alabama,79
9658,airway heights,spokane,washington, airway heights wa,83
9659,new london,rusk,texas, london,100
9660,dorena,lane,oregon, dreamland?,64
9661,,,, ,
9662,,,, ,
9663,north chicago,lake,illinois, chicago il,91
9664,california,saint marys,maryland, california usa,87
9665,shade,athens,ohio, columbus oh - athens oh ,71
9666,essex,page,iowa, pgp: 53bc115a92986c44,33
9667,,,, ,
9668,little ferry,bergen,new jersey, everywhere and nowhere,61
9669,,,, ,
9670,kosrae,federated states of micro,micronesia, united states,71
9671,pago pago,american samoa,american samoa, america,100
9672,naples,ontario,new york, naples fl & new york city,70
9673,la canada flintridge,los angeles,california, canada,100
9674,denver,denver,colorado, denver co,100
9675,new brunswick,middlesex,new jersey, new jersey,100
9676,,,, ,
9677,,,, ,
9678,,,, ,
9679,boyd,wise,texas, in / mi but wish it was wi,60
9680,,,, ,
9681,,,, ,
9682,bronx,bronx,new york, bronx ny,89
9683,arkansas city,cowley,kansas, kansas city mo no kansas ,78
9684,gabbs,nye,nevada, ny,100
9685,payson,utah,utah, les pays-d'en-haut québec,50
9686,mc carley,carroll,mississippi, cary nc ,78
9687,mishicot,manitowoc,wisconsin, not manitowoc county,76
9688,council bluffs,pottawattamie,iowa, council bluffs ia,83
9689,ireland,dubois,indiana, ireland,88
9690,little ferry,bergen,new jersey, everywhere and nowhere,61
9691,huntington beach,orange,california, huntington beach ca,90
9692,,,, ,
9693,rough and ready,nevada,california, las vegas nevada,71
9694,liberal,seward,kansas, liberal in red state,63
9695,el paso,el paso,texas,  tx,75
9696,bull shoals,marion,arkansas, socal,83
9697,,,, ,
9698,holtsville,suffolk,new york, holtsvilleny,77
9699,california city,kern,california, florin city,75
9700,,,, ,
9701,,,, ,
9702,california city,kern,california, florin city,75
9703,san diego,duval,texas, san diego&new orleans ,67
9704,blairsden-graeagle,plumas,california,40.742549-73.562356,5
9705,,,, ,
9706,hollywood,charleston,south carolina, hollywoodchicagohouston,67
9707,new york,new york,new york, new york ny,92
9708,new springfield,mahoning,ohio, springfield ma,100
9709,la porte,la porte,indiana, corrupt ca **president trump**,52
9710,soap lake,grant,washington, #lakergang #cowboysnation ,58
9711,,,, ,
9712,anchorage,anchorage,alaska, nyc,75
9713,,,, ,
9714,california,saint marys,maryland, california usa,87
9715,,,, ,
9716,houston,matanuska susitna,alaska, usa ,80
9717,,,, ,
9718,,,, ,
9719,manhattan,nye,nevada, manhattan ny,92
9720,wellfleet,lincoln,nebraska, lincoln nebraska,100
9721,new england,hettinger,north dakota, new england,92
9722,royse city,rockwall,texas, rockwall tx,92
9723,,,, ,
9724,,,, ,
9725,mono hot springs,fresno,california, hot springs ar,93
9726,loomis,okanogan,washington, loomis ca,80
9727,,,, ,
9728,,,, ,
9729,quicksburg,shenandoah,virginia, shenandoah tx,86
9730,brook,newton,indiana, bloomington indiana,77
9731,brook,newton,indiana, bloomington indiana,77
9732,novato,marin,california, maui/ california/ ,83
9733,,,, ,
9734,warne,clay,north carolina, north carolina,100
9735,yeoman,carroll,indiana, indiana,100
9736,north chicago,lake,illinois, chicago il ,83
9737,shawneetown,gallatin,illinois, awesometown ,69
9738,sells,pima,arizona, arizona usa,80
9739,,,, ,
9740,warne,clay,north carolina, north carolina,100
9741,soap lake,grant,washington, #lakergang #cowboysnation ,58
9742,squirrel island,lincoln,maine, furry island,77
9743,asheville,buncombe,north carolina, asheville nc,85
9744,south glastonbury,hartford,connecticut, glastonbury england.,71
9745,soap lake,grant,washington, #lakergang #cowboysnation ,58
9746,texas city,galveston,texas, texas bcs ,73
9747,d hanis,medina,texas, sc: edwinyj13 ,53
9748,,,, ,
9749,port heiden,lake and peninsula,alaska, being black in public,59
9750,soap lake,grant,washington, #lakergang #cowboysnation ,58
9751,,,, ,
9752,cabool,texas,missouri, texas forever,64
9753,green river,sweetwater,wyoming, everywhere,64
9754,new boston,mercer,illinois, boston ma,90
9755,soap lake,grant,washington, #lakergang #cowboysnation ,58
9756,mid florida,seminole,florida, florida usa,83
9757,stuart,martin,florida, florida,100
9758,,,, ,
9759,,,, ,
9760,york,sumter,alabama, alabama.,94
9761,,,, ,
9762,rushville,rush,indiana, usa / indiana,79
9763,vevay,switzerland,indiana, switzerland & germany ,70
9764,seaside park,ocean,new jersey, pink ocean,82
9765,wilder,overton,tennessee, tennessee,100
9766,kosrae,federated states of micro,micronesia, united states of america,72
9767,scotland,greene,indiana, scotland united kingdom,65
9768,santa margarita,san luis obispo,california, midgar,71
9769,,,, ,
9770,salem,utah,utah, alabama usa thanks for follow,60
9771,,,, ,
9772,breaux bridge,saint martin,louisiana, breaux bridge la,88
9773,damascus,clackamas,oregon, us & canada ,62
9774,tsaile,apache,arizona, arizona,100
9775,skagway,skagway,alaska, usa,75
9776,,,, ,
9777,westboro,taylor,wisconsin, taylors sc,82
9778,,,, ,
9779,west chicago,dupage,illinois, chicago,100
9780,soap lake,grant,washington, #lakergang #cowboysnation ,58
9781,minden,douglas,nevada, dual citizen us & canada,56
9782,olive branch,desoto,mississippi, olive branch ms,88
9783,,,, ,
9784,,,, ,
9785,south britain,new haven,connecticut, citizen of heaven & f-v nc,56
9786,,,, ,
9787,westfall,malheur,oregon, liberal oregon,73
9788,hesston,harvey,kansas, hesston ks,73
9789,,,, ,
9790,el granada,san mateo,california, canada & us,67
9791,andover,essex,massachusetts, massachusetts usa,88
9792,skagway,skagway,alaska, usa,75
9793,,,, ,
9794,warner springs,san diego,california, roaming ny de ca,65
9795,wilder,overton,tennessee, tennessee usa,83
9796,cascadia,linn,oregon, cascadia ,90
9797,el paso,el paso,texas, texas,100
9798,chattanooga,comanche,oklahoma, chattanooga tn,80
9799,sells,pima,arizona, arizona usa,80
9800,,,, ,
9801,vassalboro,kennebec,maine, maine ,92
9802,new london,rusk,texas, lonodonuk,80
9803,kosrae,federated states of micro,micronesia, united states,71
9804,eden,weber,utah, patriot trapped in blue state,60
9805,great lakes,lake,illinois,  great lakes area,78
9806,ventress,pointe coupee,louisiana, the 'couve,64
9807,stuart,martin,florida, florida,100
9808,,,, ,
9809,wildwood,sumter,florida, estero florida,87
9810,california,saint marys,maryland, california usa,87
9811,,,, ,
9812,rome,henry,iowa, some where around universe,60
9813,skagway,skagway,alaska, usa,75
9814,vail,eagle,colorado, colorado usa,82
9815,shoals,martin,indiana, mumbai india,77
9816,kosrae,federated states of micro,micronesia, united states,71
9817,lake elsinore,riverside,california, lake elsinore ca,82
9818,spearfish,lawrence,south dakota, lawrence ks,92
9819,ketchikan,ketchikan gateway,alaska, ??,33
9820,bettles field,yukon koyukuk,alaska, fife.,67
9821,,,, ,
9822,,,, ,
9823,,,, ,
9824,triumph,la salle,illinois, trump train usa,63
9825,,,, ,
9826,anchorage,anchorage,alaska, anchorage alaska,100
9827,doon,lyon,iowa, who do you know here?,57
9828,iowa city,johnson,iowa, iowa city,90
9829,smith river,del norte,california, northern california,85
9830,weiser,washington,idaho, washington dc,93
9831,williams,lake of the woods,minnesota, top of the world,71
9832,,,, ,
9833,kilbourne,mason,illinois, bournemouth ,69
9834,winterhaven,imperial,california, nigeria,75
9835,,,, ,
9836,,,, ,
9837,bar mills,york,maine, sundry locales but mainely me.,60
9838,,,, ,
9839,,,, ,
9840,markleeville,alpine,california, dublin california,83
9841,la canada flintridge,los angeles,california, canada,100
9842,newalla,cleveland,oklahoma, cleveland oh,92
9843,palmdale,los angeles,california, los angeles ca,100
9844,,,, ,
9845,,,, ,
9846,,,, ,
9847,bon secour,baldwin,alabama, seoul,83
9848,,,, ,
9849,la canada flintridge,los angeles,california, canada! ?,80
9850,,,, ,
9851,atlantic,cass,iowa, delaware/philly/atlantic city,71
9852,virginia state university,petersburg city,virginia, conservative universe,64
9853,,,, ,
9854,,,, ,
9855,placerville,boise,idaho, boise idaho,100
9856,valley center,san diego,california, greater san diego,83
9857,naval air station/ jrb,tarrant,texas, ¯\_(?)_/¯ ,27
9858,denali national park,denali,alaska, pa,100
9859,sikes,winn,louisiana, louisiana usa,83
9860,lower salem,washington,ohio, seattle washington,84
9861,easton,kittitas,washington, on it.,71
9862,orem,utah,utah, Üt: 39.409883-84.491862,21
9863,sugar land,fort bend,texas, under your bed,67
9864,,,, ,
9865,north scituate,providence,rhode island,  57th state ,69
9866,skagway,skagway,alaska, usa,75
9867,denali national park,denali,alaska, pa,100
9868,dayton,columbia,washington, dayton oh,80
9869,nederland,boulder,colorado, nederland,90
9870,new salem,morton,north dakota, sandim porto,69
9871,kosrae,federated states of micro,micronesia, united states,71
9872,west new york,hudson,new jersey, new york usa,85
9873,durham,durham,north carolina, durham nc,90
9874,lindon,utah,utah, (l)ondo(n) state...nigeria,56
9875,union,union,oregon, my opinions only; no other.,56
9876,mc intosh,marion,florida, ingeborg macci florida,71
9877,whiteville,columbus,north carolina, columbus oh,92
9878,el paso,el paso,texas, texas,100
9879,norwalk,los angeles,california, norwalk ct,73
9880,cabool,texas,missouri, texas usa,80
9881,west liberty,ohio,west virginia, ohio usa,78
9882,eunice,lea,new mexico, #uniteblue #gunsense#imwithher,52
9883,,,, ,
9884,,,, ,
9885,,,, ,
9886,truckee,nevada,california, california ,96
9887,maple falls,whatcom,washington, naples fl usa,64
9888,,,, ,
9889,truckee,nevada,california, california ,96
9890,vevay,switzerland,indiana, switzerland & germany ,70
9891,reserve,st john the baptist,louisiana, on the bus,73
9892,pago pago,american samoa,american samoa, 'murica,75
9893,vevay,switzerland,indiana, switzerland & germany ,70
9894,shaktoolik,nome,alaska, skool,67
9895,olympia,thurston,washington, tucson az,70
9896,sweet home,lavaca,texas, sweet home alabama,79
9897,new baltimore,macomb,michigan, baltimore md,92
9898,,,, ,
9899,rentiesville,mcintosh,oklahoma, otisville mi,85
9900,phoenix,jackson,oregon, phoenix az,82
9901,truckee,nevada,california, california ,96
9902,ratcliff,houston,texas, houston tx,91
9903,highland park,middlesex,new jersey, new jersey usa,85
9904,,,, ,
9905,,,, ,
9906,,,, ,
9907,samaria,monroe,michigan, samsara ,78
9908,california,saint marys,maryland, california usa,87
9909,west liberty,ohio,west virginia, ohio usa,78
9910,,,, ,
9911,,,, ,
9912,calumet city,cook,illinois, calumet community center,60
9913,,,, ,
9914,varnville,hampton,south carolina, emalahleni mp south africa,63
9915,ambler,northwest arctic,alaska, northwest usa,86
9916,spearfish,lawrence,south dakota, south dakota usa,87
9917,stockbridge,ingham,michigan, shanghai china,67
9918,california,saint marys,maryland, california usa,87
9919,scottsdale,maricopa,arizona, scottsdale az,86
9920,,,, ,
9921,saint george,washington,utah, ut,100
9922,,,, ,
9923,rough and ready,nevada,california, las vegas nevada,71
9924,fort lauderdale,broward,florida, ft. lauderdale,87
9925,soap lake,grant,washington, #lakergang #cowboysnation ,58
9926,,,, ,
9927,,,, ,
9928,atlanta,cass,texas, atlanta ga,82
9929,soap lake,grant,washington, #lakergang #cowboysnation ,58
9930,,,, ,
9931,milwaukee,milwaukee,wisconsin, milwaukee wi,100
9932,warner robins,houston,georgia, river oaks houston,74
9933,midwest,natrona,wyoming, mid west,78
9934,oregon house,yuba,california, oregon usa,82
9935,,,, ,
